"Movie.Name","Plot","dominant_topic"
"Men of Respect ","Men of Respect  :  After 10 years away from New Orleans and the mob, Joseph thought he was a different man. Now a decorated Federal Marshal, he's ready to return home and live life on the right side of the law. But when a war with a local drug lord turns increasingly personal, Joseph finds himself slipping into old habits, talking to old friends, and wondering if he's really changed at all. Men of Respect is a gripping thriller about loyalty,corruption, and buried sins","Fantasy and Quest"
"Dragons of Camelot ","Dragons of Camelot  :  The Kingdom of Camelot is plunged into darkness after the death of noble King Arthur, as the reign of his cruel sorceress sister, Morgan, begins. Commanding three deadly dragons with her dark magic, she hunts the remaining Knights of the Round Table to the ends of the Earth. Galahad realises that in order to succeed, they must find his father, Lancelot, who has been in exile for years. Only then will they be able to journey back to Camelot, defeat Morgan and her dragons, and rescue the Lady Guinevere and the wizard, Merlin. Galahad, Lancelot, Percival and the other brave knights of the ancient order of legend make their perilous journey across hundreds of miles of treacherous terrain, facing hardships and danger at every turn, on an epic quest based on the classic tale of King Arthur and his loyal knights.",NA
"The Rise of the Robots ","The Rise of the Robots  :  What would you do if you were a Robot and didn't even know it? Take a trip down memory lane and relive a classic robot Sci-Fi film straight from the past using your modern technology devices. The last four human beings will have to fight to save the world from the robots! Two college students, one professor and a county Hillbilly face a world taken over by robots. Will they save planet earth from the rise of the robots? Stoner, Lottie, Professor Beowulf and Bubba have to fight against Robot Technology to save humanity!","Urban Life and Conflict"
"California State Sporting Clays Championship ","California State Sporting Clays Championship  :  ATSN.tv covers the 2010 California State Sporting Clays Championship from Camanche Hills in Ione, CA, May 20-23, 2010. Don't miss the all of action plus an overview of the course, top shooters, exciting targets, and exclusive interviews with James B. Towle filmed by the Trigger Sports LIVE! crew. Congratulations to Zach Kienbaum - CA State HOA and all the shooters that participated.","History and Art"
"""Pride and Prejudice"" ","""Pride and Prejudice""  :  Mr. and Mrs. Bennet have five unmarried daughters, and Mrs. Bennet is especially eager to find suitable husbands for them. When the rich single gentlemen Mr. Bingley and Mr. Darcy come to live nearby, the Bennets have high hopes. But pride, prejudice, and misunderstandings all combine to complicate their relationships and to make happiness difficult.",NA
"Brimstone and the Borderhounds: Forza Infernis ","Brimstone and the Borderhounds: Forza Infernis  :  Forza Infernis is a 3D fighter featuring all of your favorite characters from the hit comic book series, ""Brimstone and The Borderhounds."" Play as the Main Man from the Wasteland, Brimstone - his cohorts Luscious, Dawg; or a variety of other good and bad fiends from the depths of Hell. Take ole' Brim with you wherever you go and hold your enemies fate at the tips of your fingers.","Urban Life and Conflict"
"The Clinch Mountain Tracker ","The Clinch Mountain Tracker  :  After his 18-year-old daughter is kidnapped for a ransom of 1 million dollars, wealthy rancher Jake Edwards hires Medal of Honor decorated military tracker Matt Kissel to rescue his daughter from her ruthless captors, who have no intention of setting her free.","Family and Struggles"
"The New Maverick ","The New Maverick  :  Gambling brothers Bret ('James Garner (I)' (qv)) and Bart Maverick ('Jack Kelly (I)' (qv)) are, as usual, hot on the trail of a fast buck when they find themselves partnered with the eager-but-inexperienced Ben Maverick ('Charles Frank (I)' (qv), son of their British-born cousin, Beau Maverick.","Holidays and Romance"
"Law of the Canyon ","Law of the Canyon  :  Bringing in a supply of goods, Steve has them hijacked. The Doctor is behind the hijacks and offers to act as a middleman and return the goods for a fee. He has doped up the Sheriff to keep him out of the way and now tries the same on Steve. But Smiley had earlier used the Doc's medicine in an experiment and replaced it with water and this gives the Durango Kid a chance to go into action.","Fantasy and Quest"
"Tears of Heaven ","Tears of Heaven  :  Langer, a Proman is leading a sortie to another planet, many light years away. Somewhere, his brother Prexus, is on a similar mission, though through another route. As Langer takes a break at Encelades, a moon on the planet Saturn, to replenish the human embroyes and absorb oxygen and water from the moon, he is being relentlessly chased by the Robots, as evolution of humans to promen is already threatened by The Robots, who, by design and evolution, are now regarded as a new species. Only one of the two will survive. Langer's task: To lead humans to a star constellation called Epsilon Eridani, as Earth is lost to the Robots. The 'End Days' have begun. Earth date 2124: Humans have evolved into Promen, an acronym for Prosthetic Humans. Human beings are no longer subject to life and death cycle in a conventional way. Every part of the body is replaceable. Promen ruled for over 75 years, but the evolutions of the Robots threatens the survival of the Promen. The 'End Days' have begun.","Urban Life and Conflict"
"Mutiny in Outer Space ","Mutiny in Outer Space  :  An expedition to the lunar ice caves contracts a deadly moon-fungus. Stopping en route they contaminate a space station with the fungus, which soon begins to take over the entire place. Mutiny in Outer Space has significant plot and character elements in common with Gene Rodenberry's Star Trek. The major plot device of a deadly alien organism imperiling a crew is also seen in the Andromeda Strain as well the Alien franchise. Common characters include the plucky doctor, a vivacious communications officer and a demure yet attractive scientist. Other similarities include action sequences involving crew members running through corridors and near misses with meteors ala Star Trek the Motion Picture. I recommend fans of Trek watch Mutiny in Outer Space with an eye out for other similarities.","Urban Life and Conflict"
